Distrito,variable,value,Fecha
Aguadilla,Ases.,2,Marzo 2012
Aguas Buenas,Ases.,3,Marzo 2012
Aibonito,Ases.,0,Marzo 2012
Añasco,Ases.,0,Marzo 2012
Arecibo,Ases.,7,Marzo 2012
Arroyo,Ases.,4,Marzo 2012
Barceloneta,Ases.,1,Marzo 2012
Barranquitas,Ases.,0,Marzo 2012
Bayamón,Ases.,16,Marzo 2012
Cabo Rojo,Ases.,4,Marzo 2012
Caguas,Ases.,12,Marzo 2012
Camuy,Ases.,0,Marzo 2012
Canóvanas,Ases.,10,Marzo 2012
Carolina,Ases.,12,Marzo 2012
Cataño,Ases.,3,Marzo 2012
Cayey,Ases.,7,Marzo 2012
Ceiba,Ases.,5,Marzo 2012
Ciales,Ases.,0,Marzo 2012
Cidra,Ases.,1,Marzo 2012
Coamo,Ases.,0,Marzo 2012
Comerío,Ases.,1,Marzo 2012
Corozal,Ases.,0,Marzo 2012
Culebra,Ases.,0,Marzo 2012
Dorado,Ases.,4,Marzo 2012
Fajardo,Ases.,7,Marzo 2012
Florida,Ases.,0,Marzo 2012
Guánica,Ases.,1,Marzo 2012
Guayama,Ases.,0,Marzo 2012
Guayanilla,Ases.,0,Marzo 2012
Guaynabo,Ases.,7,Marzo 2012
Gurabo,Ases.,2,Marzo 2012
Hatillo,Ases.,0,Marzo 2012
Hormigueros,Ases.,0,Marzo 2012
Humacao,Ases.,7,Marzo 2012
Isabela,Ases.,1,Marzo 2012
Jayuya,Ases.,0,Marzo 2012
Juana Díaz,Ases.,2,Marzo 2012
Juncos,Ases.,4,Marzo 2012
Lajas,Ases.,0,Marzo 2012
Lares,Ases.,0,Marzo 2012
Las Marías,Ases.,0,Marzo 2012
Las Piedras,Ases.,1,Marzo 2012
Loiza,Ases.,6,Marzo 2012
Luquillo,Ases.,1,Marzo 2012
Manatí,Ases.,1,Marzo 2012
Maricao,Ases.,0,Marzo 2012
Maunabo,Ases.,0,Marzo 2012
Mayagüez,Ases.,6,Marzo 2012
Moca,Ases.,0,Marzo 2012
Morovis,Ases.,1,Marzo 2012
Naguabo,Ases.,1,Marzo 2012
Naranjito,Ases.,0,Marzo 2012
Orocovis,Ases.,0,Marzo 2012
Patillas,Ases.,5,Marzo 2012
Peñuelas,Ases.,0,Marzo 2012
Ponce,Ases.,12,Marzo 2012
Quebradillas,Ases.,0,Marzo 2012
Rincón,Ases.,1,Marzo 2012
Rio Grande,Ases.,5,Marzo 2012
Sabana Grande,Ases.,0,Marzo 2012
Salinas,Ases.,3,Marzo 2012
San Germán,Ases.,3,Marzo 2012
San Juan,Ases.,35,Marzo 2012
San Lorenzo,Ases.,3,Marzo 2012
San Sebastián,Ases.,0,Marzo 2012
Santa Isabel,Ases.,4,Marzo 2012
Toa Alta,Ases.,6,Marzo 2012
Toa Baja,Ases.,4,Marzo 2012
Trujillo Alto,Ases.,2,Marzo 2012
Utuado,Ases.,0,Marzo 2012
Vega Alta,Ases.,4,Marzo 2012
Vega Baja,Ases.,5,Marzo 2012
Vieques,Ases.,0,Marzo 2012
Villalba,Ases.,2,Marzo 2012
Yabucoa,Ases.,1,Marzo 2012
Yauco,Ases.,2,Marzo 2012
Adjuntas,Viol.,0,Marzo 2012
Aguada ,Viol.,0,Marzo 2012
Aguadilla,Viol.,0,Marzo 2012
Aguas Buenas,Viol.,0,Marzo 2012
Aibonito,Viol.,0,Marzo 2012
Añasco,Viol.,0,Marzo 2012
Arecibo,Viol.,0,Marzo 2012
Arroyo,Viol.,0,Marzo 2012
Barceloneta,Viol.,0,Marzo 2012
Barranquitas,Viol.,0,Marzo 2012
Bayamón,Viol.,0,Marzo 2012
Cabo Rojo,Viol.,0,Marzo 2012
Caguas,Viol.,0,Marzo 2012
Camuy,Viol.,0,Marzo 2012
Canóvanas,Viol.,0,Marzo 2012
Carolina,Viol.,0,Marzo 2012
Cataño,Viol.,0,Marzo 2012
Cayey,Viol.,0,Marzo 2012
Ceiba,Viol.,0,Marzo 2012
Ciales,Viol.,0,Marzo 2012
Cidra,Viol.,1,Marzo 2012
Coamo,Viol.,0,Marzo 2012
Comerío,Viol.,0,Marzo 2012
Corozal,Viol.,0,Marzo 2012
Culebra,Viol.,0,Marzo 2012
Dorado,Viol.,1,Marzo 2012
Fajardo,Viol.,0,Marzo 2012
Florida,Viol.,0,Marzo 2012
Guánica,Viol.,0,Marzo 2012
Guayama,Viol.,1,Marzo 2012
Guayanilla,Viol.,0,Marzo 2012
Guaynabo,Viol.,0,Marzo 2012
Gurabo,Viol.,0,Marzo 2012
Hatillo,Viol.,0,Marzo 2012
Hormigueros,Viol.,0,Marzo 2012
Humacao,Viol.,0,Marzo 2012
Isabela,Viol.,0,Marzo 2012
Jayuya,Viol.,0,Marzo 2012
Juana Díaz,Viol.,1,Marzo 2012
Juncos,Viol.,0,Marzo 2012
Lajas,Viol.,0,Marzo 2012
Lares,Viol.,0,Marzo 2012
Las Marías,Viol.,0,Marzo 2012
Las Piedras,Viol.,0,Marzo 2012
Loiza,Viol.,0,Marzo 2012
Luquillo,Viol.,0,Marzo 2012
Manatí,Viol.,0,Marzo 2012
Maricao,Viol.,0,Marzo 2012
Maunabo,Viol.,0,Marzo 2012
Mayagüez,Viol.,0,Marzo 2012
Moca,Viol.,0,Marzo 2012
Morovis,Viol.,0,Marzo 2012
Naguabo,Viol.,0,Marzo 2012
Naranjito,Viol.,0,Marzo 2012
Orocovis,Viol.,0,Marzo 2012
Patillas,Viol.,0,Marzo 2012
Peñuelas,Viol.,0,Marzo 2012
Ponce,Viol.,1,Marzo 2012
Quebradillas,Viol.,0,Marzo 2012
Rincón,Viol.,0,Marzo 2012
Rio Grande,Viol.,0,Marzo 2012
Sabana Grande,Viol.,0,Marzo 2012
Salinas,Viol.,0,Marzo 2012
San Germán,Viol.,0,Marzo 2012
San Juan,Viol.,2,Marzo 2012
San Lorenzo,Viol.,0,Marzo 2012
San Sebastián,Viol.,0,Marzo 2012
Santa Isabel,Viol.,0,Marzo 2012
Toa Alta,Viol.,0,Marzo 2012
Toa Baja,Viol.,0,Marzo 2012
Trujillo Alto,Viol.,0,Marzo 2012
Utuado,Viol.,0,Marzo 2012
Vega Alta,Viol.,0,Marzo 2012
Vega Baja,Viol.,0,Marzo 2012
Vieques,Viol.,0,Marzo 2012
Villalba,Viol.,0,Marzo 2012
Yabucoa,Viol.,0,Marzo 2012
Yauco,Viol.,0,Marzo 2012
Adjuntas,Robo,1,Marzo 2012
Aguada ,Robo,5,Marzo 2012
Aguadilla,Robo,12,Marzo 2012
Aguas Buenas,Robo,10,Marzo 2012
Aibonito,Robo,8,Marzo 2012
Añasco,Robo,2,Marzo 2012
Arecibo,Robo,25,Marzo 2012
Arroyo,Robo,0,Marzo 2012
Barceloneta,Robo,7,Marzo 2012
Barranquitas,Robo,5,Marzo 2012
Bayamón,Robo,130,Marzo 2012
Cabo Rojo,Robo,7,Marzo 2012
Caguas,Robo,87,Marzo 2012
Camuy,Robo,9,Marzo 2012
Canóvanas,Robo,18,Marzo 2012
Carolina,Robo,122,Marzo 2012
Cataño,Robo,14,Marzo 2012
Cayey,Robo,10,Marzo 2012
Ceiba,Robo,2,Marzo 2012
Ciales,Robo,6,Marzo 2012
Cidra,Robo,8,Marzo 2012
Coamo,Robo,12,Marzo 2012
Comerío,Robo,2,Marzo 2012
Corozal,Robo,4,Marzo 2012
Culebra,Robo,0,Marzo 2012
Dorado,Robo,31,Marzo 2012
Fajardo,Robo,3,Marzo 2012
Florida,Robo,2,Marzo 2012
Guánica,Robo,0,Marzo 2012
Guayama,Robo,17,Marzo 2012
Guayanilla,Robo,3,Marzo 2012
Guaynabo,Robo,32,Marzo 2012
Gurabo,Robo,11,Marzo 2012
Hatillo,Robo,11,Marzo 2012
Hormigueros,Robo,0,Marzo 2012
Humacao,Robo,37,Marzo 2012
Isabela,Robo,2,Marzo 2012
Jayuya,Robo,3,Marzo 2012
Juana Díaz,Robo,20,Marzo 2012
Juncos,Robo,13,Marzo 2012
Lajas,Robo,3,Marzo 2012
Lares,Robo,1,Marzo 2012
Las Marías,Robo,0,Marzo 2012
Las Piedras,Robo,18,Marzo 2012
Loiza,Robo,4,Marzo 2012
Luquillo,Robo,1,Marzo 2012
Manatí,Robo,23,Marzo 2012
Maricao,Robo,0,Marzo 2012
Maunabo,Robo,2,Marzo 2012
Mayagüez,Robo,39,Marzo 2012
Moca,Robo,4,Marzo 2012
Morovis,Robo,7,Marzo 2012
Naguabo,Robo,7,Marzo 2012
Naranjito,Robo,10,Marzo 2012
Orocovis,Robo,3,Marzo 2012
Patillas,Robo,4,Marzo 2012
Peñuelas,Robo,5,Marzo 2012
Ponce,Robo,43,Marzo 2012
Quebradillas,Robo,3,Marzo 2012
Rincón,Robo,4,Marzo 2012
Rio Grande,Robo,12,Marzo 2012
Sabana Grande,Robo,2,Marzo 2012
Salinas,Robo,9,Marzo 2012
San Germán,Robo,4,Marzo 2012
San Juan,Robo,417,Marzo 2012
San Lorenzo,Robo,15,Marzo 2012
San Sebastián,Robo,7,Marzo 2012
Santa Isabel,Robo,6,Marzo 2012
Toa Alta,Robo,18,Marzo 2012
Toa Baja,Robo,62,Marzo 2012
Trujillo Alto,Robo,36,Marzo 2012
Utuado,Robo,4,Marzo 2012
Vega Alta,Robo,22,Marzo 2012
Vega Baja,Robo,29,Marzo 2012
Vieques,Robo,3,Marzo 2012
Villalba,Robo,3,Marzo 2012
Yabucoa,Robo,13,Marzo 2012
Yauco,Robo,7,Marzo 2012
Adjuntas,Agr. Grave,5,Marzo 2012
Aguada ,Agr. Grave,3,Marzo 2012
Aguadilla,Agr. Grave,7,Marzo 2012
Aguas Buenas,Agr. Grave,5,Marzo 2012
Aibonito,Agr. Grave,13,Marzo 2012
Añasco,Agr. Grave,3,Marzo 2012
Arecibo,Agr. Grave,8,Marzo 2012
Arroyo,Agr. Grave,2,Marzo 2012
Barceloneta,Agr. Grave,5,Marzo 2012
Barranquitas,Agr. Grave,12,Marzo 2012
Bayamón,Agr. Grave,26,Marzo 2012
Cabo Rojo,Agr. Grave,3,Marzo 2012
Caguas,Agr. Grave,23,Marzo 2012
Camuy,Agr. Grave,2,Marzo 2012
Canóvanas,Agr. Grave,20,Marzo 2012
Carolina,Agr. Grave,38,Marzo 2012
Cataño,Agr. Grave,2,Marzo 2012
Cayey,Agr. Grave,5,Marzo 2012
Ceiba,Agr. Grave,4,Marzo 2012
Ciales,Agr. Grave,0,Marzo 2012
Cidra,Agr. Grave,8,Marzo 2012
Coamo,Agr. Grave,11,Marzo 2012
Comerío,Agr. Grave,5,Marzo 2012
Corozal,Agr. Grave,4,Marzo 2012
Culebra,Agr. Grave,3,Marzo 2012
Dorado,Agr. Grave,3,Marzo 2012
Fajardo,Agr. Grave,31,Marzo 2012
Florida,Agr. Grave,0,Marzo 2012
Guánica,Agr. Grave,5,Marzo 2012
Guayama,Agr. Grave,18,Marzo 2012
Guayanilla,Agr. Grave,3,Marzo 2012
Guaynabo,Agr. Grave,11,Marzo 2012
Gurabo,Agr. Grave,9,Marzo 2012
Hatillo,Agr. Grave,0,Marzo 2012
Hormigueros,Agr. Grave,0,Marzo 2012
Humacao,Agr. Grave,18,Marzo 2012
Isabela,Agr. Grave,2,Marzo 2012
Jayuya,Agr. Grave,2,Marzo 2012
Juana Díaz,Agr. Grave,6,Marzo 2012
Juncos,Agr. Grave,6,Marzo 2012
Lajas,Agr. Grave,1,Marzo 2012
Lares,Agr. Grave,3,Marzo 2012
Las Marías,Agr. Grave,1,Marzo 2012
Las Piedras,Agr. Grave,8,Marzo 2012
Loiza,Agr. Grave,8,Marzo 2012
Luquillo,Agr. Grave,3,Marzo 2012
Manatí,Agr. Grave,7,Marzo 2012
Maricao,Agr. Grave,2,Marzo 2012
Maunabo,Agr. Grave,5,Marzo 2012
Mayagüez,Agr. Grave,21,Marzo 2012
Moca,Agr. Grave,1,Marzo 2012
Morovis,Agr. Grave,6,Marzo 2012
Naguabo,Agr. Grave,5,Marzo 2012
Naranjito,Agr. Grave,2,Marzo 2012
Orocovis,Agr. Grave,7,Marzo 2012
Patillas,Agr. Grave,4,Marzo 2012
Peñuelas,Agr. Grave,0,Marzo 2012
Ponce,Agr. Grave,38,Marzo 2012
Quebradillas,Agr. Grave,0,Marzo 2012
Rincón,Agr. Grave,1,Marzo 2012
Rio Grande,Agr. Grave,13,Marzo 2012
Sabana Grande,Agr. Grave,3,Marzo 2012
Salinas,Agr. Grave,9,Marzo 2012
San Germán,Agr. Grave,2,Marzo 2012
San Juan,Agr. Grave,81,Marzo 2012
San Lorenzo,Agr. Grave,6,Marzo 2012
San Sebastián,Agr. Grave,6,Marzo 2012
Santa Isabel,Agr. Grave,7,Marzo 2012
Toa Alta,Agr. Grave,11,Marzo 2012
Toa Baja,Agr. Grave,10,Marzo 2012
Trujillo Alto,Agr. Grave,11,Marzo 2012
Utuado,Agr. Grave,4,Marzo 2012
Vega Alta,Agr. Grave,6,Marzo 2012
Vega Baja,Agr. Grave,8,Marzo 2012
Vieques,Agr. Grave,10,Marzo 2012
Villalba,Agr. Grave,3,Marzo 2012
Yabucoa,Agr. Grave,6,Marzo 2012
Yauco,Agr. Grave,13,Marzo 2012
Adjuntas,Esc.,24,Marzo 2012
Aguada ,Esc.,44,Marzo 2012
Aguadilla,Esc.,62,Marzo 2012
Aguas Buenas,Esc.,41,Marzo 2012
Aibonito,Esc.,35,Marzo 2012
Añasco,Esc.,8,Marzo 2012
Arecibo,Esc.,106,Marzo 2012
Arroyo,Esc.,25,Marzo 2012
Barceloneta,Esc.,31,Marzo 2012
Barranquitas,Esc.,43,Marzo 2012
Bayamón,Esc.,276,Marzo 2012
Cabo Rojo,Esc.,44,Marzo 2012
Caguas,Esc.,176,Marzo 2012
Camuy,Esc.,40,Marzo 2012
Canóvanas,Esc.,31,Marzo 2012
Carolina,Esc.,155,Marzo 2012
Cataño,Esc.,19,Marzo 2012
Cayey,Esc.,61,Marzo 2012
Ceiba,Esc.,17,Marzo 2012
Ciales,Esc.,27,Marzo 2012
Cidra,Esc.,21,Marzo 2012
Coamo,Esc.,42,Marzo 2012
Comerío,Esc.,17,Marzo 2012
Corozal,Esc.,25,Marzo 2012
Culebra,Esc.,1,Marzo 2012
Dorado,Esc.,40,Marzo 2012
Fajardo,Esc.,57,Marzo 2012
Florida,Esc.,10,Marzo 2012
Guánica,Esc.,20,Marzo 2012
Guayama,Esc.,83,Marzo 2012
Guayanilla,Esc.,26,Marzo 2012
Guaynabo,Esc.,66,Marzo 2012
Gurabo,Esc.,31,Marzo 2012
Hatillo,Esc.,32,Marzo 2012
Hormigueros,Esc.,16,Marzo 2012
Humacao,Esc.,85,Marzo 2012
Isabela,Esc.,40,Marzo 2012
Jayuya,Esc.,4,Marzo 2012
Juana Díaz,Esc.,22,Marzo 2012
Juncos,Esc.,42,Marzo 2012
Lajas,Esc.,27,Marzo 2012
Lares,Esc.,34,Marzo 2012
Las Marías,Esc.,12,Marzo 2012
Las Piedras,Esc.,75,Marzo 2012
Loiza,Esc.,21,Marzo 2012
Luquillo,Esc.,35,Marzo 2012
Manatí,Esc.,33,Marzo 2012
Maricao,Esc.,7,Marzo 2012
Maunabo,Esc.,8,Marzo 2012
Mayagüez,Esc.,162,Marzo 2012
Moca,Esc.,16,Marzo 2012
Morovis,Esc.,39,Marzo 2012
Naguabo,Esc.,35,Marzo 2012
Naranjito,Esc.,30,Marzo 2012
Orocovis,Esc.,28,Marzo 2012
Patillas,Esc.,10,Marzo 2012
Peñuelas,Esc.,19,Marzo 2012
Ponce,Esc.,117,Marzo 2012
Quebradillas,Esc.,14,Marzo 2012
Rincón,Esc.,16,Marzo 2012
Rio Grande,Esc.,46,Marzo 2012
Sabana Grande,Esc.,28,Marzo 2012
Salinas,Esc.,55,Marzo 2012
San Germán,Esc.,22,Marzo 2012
San Juan,Esc.,364,Marzo 2012
San Lorenzo,Esc.,34,Marzo 2012
San Sebastián,Esc.,68,Marzo 2012
Santa Isabel,Esc.,19,Marzo 2012
Toa Alta,Esc.,38,Marzo 2012
Toa Baja,Esc.,88,Marzo 2012
Trujillo Alto,Esc.,56,Marzo 2012
Utuado,Esc.,53,Marzo 2012
Vega Alta,Esc.,27,Marzo 2012
Vega Baja,Esc.,39,Marzo 2012
Vieques,Esc.,29,Marzo 2012
Villalba,Esc.,9,Marzo 2012
Yabucoa,Esc.,50,Marzo 2012
Yauco,Esc.,31,Marzo 2012
Adjuntas,Apr. I,27,Marzo 2012
Aguada ,Apr. I,26,Marzo 2012
Aguadilla,Apr. I,98,Marzo 2012
Aguas Buenas,Apr. I,28,Marzo 2012
Aibonito,Apr. I,63,Marzo 2012
Añasco,Apr. I,19,Marzo 2012
Arecibo,Apr. I,63,Marzo 2012
Arroyo,Apr. I,12,Marzo 2012
Barceloneta,Apr. I,40,Marzo 2012
Barranquitas,Apr. I,62,Marzo 2012
Bayamón,Apr. I,773,Marzo 2012
Cabo Rojo,Apr. I,40,Marzo 2012
Caguas,Apr. I,455,Marzo 2012
Camuy,Apr. I,26,Marzo 2012
Canóvanas,Apr. I,63,Marzo 2012
Carolina,Apr. I,441,Marzo 2012
Cataño,Apr. I,16,Marzo 2012
Cayey,Apr. I,99,Marzo 2012
Ceiba,Apr. I,7,Marzo 2012
Ciales,Apr. I,25,Marzo 2012
Cidra,Apr. I,42,Marzo 2012
Coamo,Apr. I,51,Marzo 2012
Comerío,Apr. I,28,Marzo 2012
Corozal,Apr. I,45,Marzo 2012
Culebra,Apr. I,10,Marzo 2012
Dorado,Apr. I,82,Marzo 2012
Fajardo,Apr. I,52,Marzo 2012
Florida,Apr. I,13,Marzo 2012
Guánica,Apr. I,18,Marzo 2012
Guayama,Apr. I,145,Marzo 2012
Guayanilla,Apr. I,14,Marzo 2012
Guaynabo,Apr. I,182,Marzo 2012
Gurabo,Apr. I,30,Marzo 2012
Hatillo,Apr. I,17,Marzo 2012
Hormigueros,Apr. I,15,Marzo 2012
Humacao,Apr. I,139,Marzo 2012
Isabela,Apr. I,66,Marzo 2012
Jayuya,Apr. I,11,Marzo 2012
Juana Díaz,Apr. I,32,Marzo 2012
Juncos,Apr. I,45,Marzo 2012
Lajas,Apr. I,11,Marzo 2012
Lares,Apr. I,56,Marzo 2012
Las Marías,Apr. I,15,Marzo 2012
Las Piedras,Apr. I,75,Marzo 2012
Loiza,Apr. I,45,Marzo 2012
Luquillo,Apr. I,14,Marzo 2012
Manatí,Apr. I,46,Marzo 2012
Maricao,Apr. I,16,Marzo 2012
Maunabo,Apr. I,18,Marzo 2012
Mayagüez,Apr. I,372,Marzo 2012
Moca,Apr. I,19,Marzo 2012
Morovis,Apr. I,23,Marzo 2012
Naguabo,Apr. I,25,Marzo 2012
Naranjito,Apr. I,34,Marzo 2012
Orocovis,Apr. I,24,Marzo 2012
Patillas,Apr. I,23,Marzo 2012
Peñuelas,Apr. I,19,Marzo 2012
Ponce,Apr. I,372,Marzo 2012
Quebradillas,Apr. I,21,Marzo 2012
Rincón,Apr. I,23,Marzo 2012
Rio Grande,Apr. I,55,Marzo 2012
Sabana Grande,Apr. I,13,Marzo 2012
Salinas,Apr. I,122,Marzo 2012
San Germán,Apr. I,17,Marzo 2012
San Juan,Apr. I,1472,Marzo 2012
San Lorenzo,Apr. I,22,Marzo 2012
San Sebastián,Apr. I,71,Marzo 2012
Santa Isabel,Apr. I,47,Marzo 2012
Toa Alta,Apr. I,45,Marzo 2012
Toa Baja,Apr. I,190,Marzo 2012
Trujillo Alto,Apr. I,76,Marzo 2012
Utuado,Apr. I,99,Marzo 2012
Vega Alta,Apr. I,61,Marzo 2012
Vega Baja,Apr. I,46,Marzo 2012
Vieques,Apr. I,28,Marzo 2012
Villalba,Apr. I,6,Marzo 2012
Yabucoa,Apr. I,44,Marzo 2012
Yauco,Apr. I,54,Marzo 2012
Adjuntas,H. Auto,2,Marzo 2012
Aguada ,H. Auto,6,Marzo 2012
Aguadilla,H. Auto,6,Marzo 2012
Aguas Buenas,H. Auto,2,Marzo 2012
Aibonito,H. Auto,14,Marzo 2012
Añasco,H. Auto,7,Marzo 2012
Arecibo,H. Auto,28,Marzo 2012
Arroyo,H. Auto,1,Marzo 2012
Barceloneta,H. Auto,10,Marzo 2012
Barranquitas,H. Auto,16,Marzo 2012
Bayamón,H. Auto,216,Marzo 2012
Cabo Rojo,H. Auto,4,Marzo 2012
Caguas,H. Auto,89,Marzo 2012
Camuy,H. Auto,3,Marzo 2012
Canóvanas,H. Auto,14,Marzo 2012
Carolina,H. Auto,107,Marzo 2012
Cataño,H. Auto,4,Marzo 2012
Cayey,H. Auto,16,Marzo 2012
Ceiba,H. Auto,1,Marzo 2012
Ciales,H. Auto,3,Marzo 2012
Cidra,H. Auto,11,Marzo 2012
Coamo,H. Auto,8,Marzo 2012
Comerío,H. Auto,8,Marzo 2012
Corozal,H. Auto,24,Marzo 2012
Culebra,H. Auto,0,Marzo 2012
Dorado,H. Auto,32,Marzo 2012
Fajardo,H. Auto,11,Marzo 2012
Florida,H. Auto,4,Marzo 2012
Guánica,H. Auto,1,Marzo 2012
Guayama,H. Auto,6,Marzo 2012
Guayanilla,H. Auto,1,Marzo 2012
Guaynabo,H. Auto,32,Marzo 2012
Gurabo,H. Auto,4,Marzo 2012
Hatillo,H. Auto,15,Marzo 2012
Hormigueros,H. Auto,1,Marzo 2012
Humacao,H. Auto,15,Marzo 2012
Isabela,H. Auto,3,Marzo 2012
Jayuya,H. Auto,0,Marzo 2012
Juana Díaz,H. Auto,3,Marzo 2012
Juncos,H. Auto,3,Marzo 2012
Lajas,H. Auto,0,Marzo 2012
Lares,H. Auto,1,Marzo 2012
Las Marías,H. Auto,0,Marzo 2012
Las Piedras,H. Auto,6,Marzo 2012
Loiza,H. Auto,4,Marzo 2012
Luquillo,H. Auto,8,Marzo 2012
Manatí,H. Auto,35,Marzo 2012
Maricao,H. Auto,0,Marzo 2012
Maunabo,H. Auto,1,Marzo 2012
Mayagüez,H. Auto,28,Marzo 2012
Moca,H. Auto,1,Marzo 2012
Morovis,H. Auto,4,Marzo 2012
Naguabo,H. Auto,2,Marzo 2012
Naranjito,H. Auto,24,Marzo 2012
Orocovis,H. Auto,8,Marzo 2012
Patillas,H. Auto,1,Marzo 2012
Peñuelas,H. Auto,3,Marzo 2012
Ponce,H. Auto,27,Marzo 2012
Quebradillas,H. Auto,3,Marzo 2012
Rincón,H. Auto,1,Marzo 2012
Rio Grande,H. Auto,13,Marzo 2012
Sabana Grande,H. Auto,0,Marzo 2012
Salinas,H. Auto,5,Marzo 2012
San Germán,H. Auto,2,Marzo 2012
San Juan,H. Auto,457,Marzo 2012
San Lorenzo,H. Auto,7,Marzo 2012
San Sebastián,H. Auto,2,Marzo 2012
Santa Isabel,H. Auto,8,Marzo 2012
Toa Alta,H. Auto,36,Marzo 2012
Toa Baja,H. Auto,70,Marzo 2012
Trujillo Alto,H. Auto,14,Marzo 2012
Utuado,H. Auto,0,Marzo 2012
Vega Alta,H. Auto,50,Marzo 2012
Vega Baja,H. Auto,36,Marzo 2012
Vieques,H. Auto,4,Marzo 2012
Villalba,H. Auto,0,Marzo 2012
Yabucoa,H. Auto,3,Marzo 2012
Yauco,H. Auto,3,Marzo 2012
Adjuntas,Tipo I,39,Febrero 2012
Aguada ,Tipo I,47,Febrero 2012
Aguadilla,Tipo I,125,Febrero 2012
Aguas Buenas,Tipo I,50,Febrero 2012
Aibonito,Tipo I,90,Febrero 2012
Añasco,Tipo I,22,Febrero 2012
Arecibo,Tipo I,159,Febrero 2012
Arroyo,Tipo I,34,Febrero 2012
Barceloneta,Tipo I,57,Febrero 2012
Barranquitas,Tipo I,90,Febrero 2012
Bayamón,Tipo I,959,Febrero 2012
Cabo Rojo,Tipo I,65,Febrero 2012
Caguas,Tipo I,528,Febrero 2012
Camuy,Tipo I,57,Febrero 2012
Canóvanas,Tipo I,101,Febrero 2012
Carolina,Tipo I,555,Febrero 2012
Cataño,Tipo I,36,Febrero 2012
Cayey,Tipo I,138,Febrero 2012
Ceiba,Tipo I,27,Febrero 2012
Ciales,Tipo I,35,Febrero 2012
Cidra,Tipo I,52,Febrero 2012
Coamo,Tipo I,99,Febrero 2012
Comerío,Tipo I,46,Febrero 2012
Corozal,Tipo I,69,Febrero 2012
Culebra,Tipo I,8,Febrero 2012
Dorado,Tipo I,135,Febrero 2012
Fajardo,Tipo I,98,Febrero 2012
Florida,Tipo I,26,Febrero 2012
Guánica,Tipo I,29,Febrero 2012
Guayama,Tipo I,180,Febrero 2012
Guayanilla,Tipo I,34,Febrero 2012
Guaynabo,Tipo I,233,Febrero 2012
Gurabo,Tipo I,65,Febrero 2012
Hatillo,Tipo I,63,Febrero 2012
Hormigueros,Tipo I,14,Febrero 2012
Humacao,Tipo I,187,Febrero 2012
Isabela,Tipo I,67,Febrero 2012
Jayuya,Tipo I,11,Febrero 2012
Juana Díaz,Tipo I,69,Febrero 2012
Juncos,Tipo I,70,Febrero 2012
Lajas,Tipo I,31,Febrero 2012
Lares,Tipo I,62,Febrero 2012
Las Marías,Tipo I,17,Febrero 2012
Las Piedras,Tipo I,124,Febrero 2012
Loiza,Tipo I,64,Febrero 2012
Luquillo,Tipo I,47,Febrero 2012
Manatí,Tipo I,115,Febrero 2012
Maricao,Tipo I,12,Febrero 2012
Maunabo,Tipo I,26,Febrero 2012
Mayagüez,Tipo I,411,Febrero 2012
Moca,Tipo I,30,Febrero 2012
Morovis,Tipo I,54,Febrero 2012
Naguabo,Tipo I,48,Febrero 2012
Naranjito,Tipo I,63,Febrero 2012
Orocovis,Tipo I,50,Febrero 2012
Patillas,Tipo I,31,Febrero 2012
Peñuelas,Tipo I,29,Febrero 2012
Ponce,Tipo I,384,Febrero 2012
Quebradillas,Tipo I,22,Febrero 2012
Rincón,Tipo I,25,Febrero 2012
Rio Grande,Tipo I,84,Febrero 2012
Sabana Grande,Tipo I,26,Febrero 2012
Salinas,Tipo I,136,Febrero 2012
San Germán,Tipo I,33,Febrero 2012
San Juan,Tipo I,1914,Febrero 2012
San Lorenzo,Tipo I,53,Febrero 2012
San Sebastián,Tipo I,97,Febrero 2012
Santa Isabel,Tipo I,58,Febrero 2012
Toa Alta,Tipo I,87,Febrero 2012
Toa Baja,Tipo I,292,Febrero 2012
Trujillo Alto,Tipo I,117,Febrero 2012
Utuado,Tipo I,101,Febrero 2012
Vega Alta,Tipo I,117,Febrero 2012
Vega Baja,Tipo I,109,Febrero 2012
Vieques,Tipo I,48,Febrero 2012
Villalba,Tipo I,17,Febrero 2012
Yabucoa,Tipo I,66,Febrero 2012
Yauco,Tipo I,70,Febrero 2012
Adjuntas,Ases.,0,Febrero 2012
Aguada ,Ases.,0,Febrero 2012
Aguadilla,Ases.,2,Febrero 2012
Aguas Buenas,Ases.,2,Febrero 2012
Aibonito,Ases.,0,Febrero 2012
Añasco,Ases.,0,Febrero 2012
Arecibo,Ases.,5,Febrero 2012
Arroyo,Ases.,4,Febrero 2012
Barceloneta,Ases.,1,Febrero 2012
Barranquitas,Ases.,0,Febrero 2012
Bayamón,Ases.,13,Febrero 2012
Cabo Rojo,Ases.,3,Febrero 2012
Caguas,Ases.,10,Febrero 2012
Camuy,Ases.,0,Febrero 2012
Canóvanas,Ases.,8,Febrero 2012
Carolina,Ases.,7,Febrero 2012
Cataño,Ases.,3,Febrero 2012
Cayey,Ases.,5,Febrero 2012
Ceiba,Ases.,3,Febrero 2012
Ciales,Ases.,0,Febrero 2012
Cidra,Ases.,0,Febrero 2012
Coamo,Ases.,0,Febrero 2012
Comerío,Ases.,0,Febrero 2012
Corozal,Ases.,0,Febrero 2012
Culebra,Ases.,0,Febrero 2012
Dorado,Ases.,2,Febrero 2012
